Legislation Number,URL,Congress,Title,Sponsor,Party of Sponsor,Date of Introduction,Latest Action,Latest Action Date,Number of Related Bills,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill,Related Bill
H.R. 439,https://www.congress.gov/bill/116th-congress/house-bill/439,116th Congress (2019-2020),National FFA Organization's Federal Charter Amendments Act,"Langevin, James R. [Rep.-D-RI-2]",Democratic,01/10/2019,Became Public Law No: 116-7.,02/21/2019,1,S.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 434,https://www.congress.gov/bill/116th-congress/house-bill/434,116th Congress (2019-2020),Emancipation National Historic Trail Study Act,"Jackson Lee, Sheila [Rep.-D-TX-18]",Democratic,01/10/2019,Became Public Law No: 116-111.,01/27/2020,1,S.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 430,https://www.congress.gov/bill/116th-congress/house-bill/430,116th Congress (2019-2020),TANF Extension Act of 2019,"Neal, Richard E. [Rep.-D-MA-1]",Democratic,01/10/2019,Became Public Law No: 116-4.,01/24/2019,3,H.R.1865,H.R.2940,H.R.4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 299,https://www.congress.gov/bill/116th-congress/house-bill/299,116th Congress (2019-2020),Blue Water Navy Vietnam Veterans Act of 2019,"Takano, Mark [Rep.-D-CA-41]",Democratic,01/08/2019,Became Public Law No: 116-23.,06/25/2019,3,H.R.203,S.1195,S.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 276,https://www.congress.gov/bill/116th-congress/house-bill/276,116th Congress (2019-2020),Recognizing Achievement in Classified School Employees Act,"Titus, Dina [Rep.-D-NV-1]",Democratic,01/08/2019,Became Public Law No: 116-13.,04/12/2019,1,S.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 266,https://www.congress.gov/bill/116th-congress/house-bill/266,116th Congress (2019-2020),Paycheck Protection Program and Health Care Enhancement Act,"McCollum, Betty [Rep.-D-MN-4]",Democratic,01/08/2019,Became Public Law No: 116-139.,04/24/2020,5,H.R.648,H.J.Res.31,H.R.21,H.Res.28,H.Res.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 263,https://www.congress.gov/bill/116th-congress/house-bill/263,116th Congress (2019-2020),To rename the Oyster Bay National Wildlife Refuge as the Congressman Lester Wolff Oyster Bay National Wildlife Refuge.,"Suozzi, Thomas R. [Rep.-D-NY-3]",Democratic,01/04/2019,Became Public Law No: 116-110.,01/27/2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 259,https://www.congress.gov/bill/116th-congress/house-bill/259,116th Congress (2019-2020),Medicaid Extenders Act of 2019,"Pallone, Frank, Jr. [Rep.-D-NJ-6]",Democratic,01/04/2019,Became Public Law No: 116-3.,01/24/2019,3,H.R.260,H.R.648,H.R.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 251,https://www.congress.gov/bill/116th-congress/house-bill/251,116th Congress (2019-2020),Chemical Facility Anti-Terrorism Standards Program Extension Act,"Thompson, Bennie G. [Rep.-D-MS-2]",Democratic,01/04/2019,Became Public Law No: 116-2.,01/18/2019,5,S.4148,H.R.3256,H.R.6160,S.3506,S.4197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 221,https://www.congress.gov/bill/116th-congress/house-bill/221,116th Congress (2019-2020),Special Envoy to Monitor and Combat Anti-Semitism Act,"Smith, Christopher H. [Rep.-R-NJ-4]",Republican,01/03/2019,Became Public Law No: 116-326.,01/13/2021,1,S.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 150,https://www.congress.gov/bill/116th-congress/house-bill/150,116th Congress (2019-2020),Grant Reporting Efficiency and Agreements Transparency Act of 2019,"Foxx, Virginia [Rep.-R-NC-5]",Republican,01/03/2019,Became Public Law No: 116-103.,12/30/2019,2,S.1829,H.R.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 133,https://www.congress.gov/bill/116th-congress/house-bill/133,116th Congress (2019-2020),"Consolidated Appropriations Act, 2021","Cuellar, Henry [Rep.-D-TX-28]",Democratic,01/03/2019,Became Public Law No: 116-260.,12/27/2020,37,S.587,H.R.1980,H.R.2420,S.959,S.1267,H.R.7608,H.R.7609,H.R.7610,H.R.7611,H.R.7612,H.R.7613,H.R.7614,H.R.7616,H.R.7617,H.R.7667,H.R.7668,H.R.7669,S.5074,H.R.8993,H.R.9050,H.R.1936,S.860,H.R.7933,H.R.8812,H.R.9030,S.5077,S.5084,S.5037,H.R.5541,H.Con.Res.127,H.Res.1271,S.1811,H.R.6469,H.R.7947,S.1363,S.3335,S.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.J.Res. 110,https://www.congress.gov/bill/116th-congress/house-joint-resolution/110,116th Congress (2019-2020),"Extension of Continuing Appropriations Act, 2021","Lowey, Nita M. [Rep.-D-NY-17]",Democratic,12/20/2020,Became Public Law No: 116-226.,12/20/2020,2,H.J.Res.107,H.R.1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.J.Res. 107,https://www.congress.gov/bill/116th-congress/house-joint-resolution/107,116th Congress (2019-2020),"Further Additional Continuing Appropriations Act, 2021","Lowey, Nita M. [Rep.-D-NY-17]",Democratic,12/18/2020,Became Public Law No: 116-225.,12/18/2020,2,H.J.Res.110,H.R.1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.J.Res. 88,https://www.congress.gov/bill/116th-congress/house-joint-resolution/88,116th Congress (2019-2020),Providing for the appointment of Franklin D. Raines as a citizen regent of the Board of Regents of the Smithsonian Institution.,"Matsui, Doris O. [Rep.-D-CA-6]",Democratic,05/05/2020,Became Public Law No: 116-163.,10/02/2020,1,S.J.Res.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.J.Res. 87,https://www.congress.gov/bill/116th-congress/house-joint-resolution/87,116th Congress (2019-2020),Providing for the reappointment of Michael M. Lynton as a citizen regent of the Board of Regents of the Smithsonian Institution.,"Matsui, Doris O. [Rep.-D-CA-6]",Democratic,05/05/2020,Became Public Law No: 116-162.,10/02/2020,1,S.J.Res.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.J.Res. 80,https://www.congress.gov/bill/116th-congress/house-joint-resolution/80,116th Congress (2019-2020),"Approving the request of the Secretary of Veterans Affairs for a waiver under section 1703E(f) of title 38, United States Code.","Roe, David P. [Rep.-R-TN-1]",Republican,12/11/2019,Became Public Law No: 116-120.,03/03/2020,1,S.J.Res.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.J.Res. 60,https://www.congress.gov/bill/116th-congress/house-joint-resolution/60,116th Congress (2019-2020),"Requesting the Secretary of the Interior to authorize unique and one-time arrangements for displays on the National Mall and the Washington Monument during the period beginning on July 16, 2019 and ending on July 20, 2019.","Matsui, Doris O. [Rep.-D-CA-6]",Democratic,06/10/2019,Became Public Law No: 116-28.,07/05/2019,1,H.Res.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.J.Res. 31,https://www.congress.gov/bill/116th-congress/house-joint-resolution/31,116th Congress (2019-2020),"Consolidated Appropriations Act, 2019","Roybal-Allard, Lucille [Rep.-D-CA-40]",Democratic,01/22/2019,Became Public Law No: 116-6.,02/15/2019,15,H.R.21,H.R.264,H.R.265,H.R.266,H.R.267,H.R.648,H.R.684,H.R.1122,S.168,S.291,S.Con.Res.4,S.Con.Res.4,H.J.Res.1,H.Res.131,H.Res.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.J.Res. 28,https://www.congress.gov/bill/116th-congress/house-joint-resolution/28,116th Congress (2019-2020),"Further Additional Continuing Appropriations Act, 2019","Lowey, Nita M. [Rep.-D-NY-17]",Democratic,01/14/2019,Became Public Law No: 116-5.,01/25/2019,3,H.J.Res.45,H.J.Res.27,H.Res.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 5076,https://www.congress.gov/bill/116th-congress/senate-bill/5076,116th Congress (2019-2020),A bill to authorize the Sergeant at Arms and Doorkeeper of the Senate to delegate authority to approve payroll and personnel actions.,"Blunt, Roy [Sen.-R-MO]",Republican,12/20/2020,Became Public Law No: 116-344.,01/13/2021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 5036,https://www.congress.gov/bill/116th-congress/senate-bill/5036,116th Congress (2019-2020),Secret Service Overtime Pay Extension Act,"Graham, Lindsey [Sen.-R-SC]",Republican,12/16/2020,Became Public Law No: 116-269.,12/30/2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4996,https://www.congress.gov/bill/116th-congress/senate-bill/4996,116th Congress (2019-2020),Bankruptcy Administration Improvement Act of 2020,"Graham, Lindsey [Sen.-R-SC]",Republican,12/09/2020,Became Public Law No: 116-325.,01/12/2021,1,H.R.8895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4902,https://www.congress.gov/bill/116th-congress/senate-bill/4902,116th Congress (2019-2020),"A bill to designate the United States courthouse located at 351 South West Temple in Salt Lake City, Utah, as the ""Orrin G. Hatch United States Courthouse"".","Lee, Mike [Sen.-R-UT]",Republican,11/17/2020,Became Public Law No: 116-245.,12/21/2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4762,https://www.congress.gov/bill/116th-congress/senate-bill/4762,116th Congress (2019-2020),"A bill to designate the airport traffic control tower located at Piedmont Triad International Airport in Greensboro, North Carolina, as the ""Senator Kay Hagan Airport Traffic Control Tower"".","Burr, Richard [Sen.-R-NC]",Republican,09/30/2020,Became Public Law No: 116-193.,10/30/2020,1,H.R.8202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4684,https://www.congress.gov/bill/116th-congress/senate-bill/4684,116th Congress (2019-2020),"A bill to designate the facility of the United States Postal Service located at 440 Arapahoe Street in Thermopolis, Wyoming, as the ""Robert L. Brown Post Office"".","Enzi, Michael B. [Sen.-R-WY]",Republican,09/24/2020,Became Public Law No: 116-268.,12/30/2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4209,https://www.congress.gov/bill/116th-congress/senate-bill/4209,116th Congress (2019-2020),Protecting Nonprofits from Catastrophic Cash Flow Strain Act of 2020,"Scott, Tim [Sen.-R-SC]",Republican,07/02/2020,Became Public Law No: 116-151.,08/03/2020,1,S.4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4148,https://www.congress.gov/bill/116th-congress/senate-bill/4148,116th Congress (2019-2020),"A bill to extend the Chemical Facility Anti-Terrorism Standards Program of the Department of Homeland Security, and for other purposes.","Johnson, Ron [Sen.-R-WI]",Republican,07/01/2020,Became Public Law No: 116-150.,07/22/2020,4,H.R.251,H.R.6160,S.4096,S.4197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4126,https://www.congress.gov/bill/116th-congress/senate-bill/4126,116th Congress (2019-2020),"A bill to designate the facility of the United States Postal Service located at 104 East Main Street in Port Washington, Wisconsin, as the ""Joseph G. Demler Post Office"".","Johnson, Ron [Sen.-R-WI]",Republican,07/01/2020,Became Public Law No: 116-267.,12/30/2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4116,https://www.congress.gov/bill/116th-congress/senate-bill/4116,116th Congress (2019-2020),"A bill to extend the authority for commitments for the paycheck protection program and separate amounts authorized for other loans under section 7(a) of the Small Business Act, and for other purposes.","Cardin, Benjamin L. [Sen.-D-MD]",Democratic,06/30/2020,Became Public Law No: 116-147.,07/04/2020,1,H.R.7437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4091,https://www.congress.gov/bill/116th-congress/senate-bill/4091,116th Congress (2019-2020),Emergency Aid for Returning Americans Affected by Coronavirus Act,"Grassley, Chuck [Sen.-R-IA]",Republican,06/29/2020,Became Public Law No: 116-148.,07/13/2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4075,https://www.congress.gov/bill/116th-congress/senate-bill/4075,116th Congress (2019-2020),RLF Act,"Capito, Shelley Moore [Sen.-R-WV]",Republican,06/25/2020,Became Public Law No: 116-192.,10/30/2020,1,H.R.7388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. 4072,https://www.congress.gov/bill/116th-congress/senate-bill/4072,116th Congress (2019-2020),"A bill to designate the clinic of the Department of Veterans Affairs in Bend, Oregon, as the ""Robert D. Maxwell Department of Veterans Affairs Clinic"".","Merkley, Jeff [Sen.-D-OR]",Democratic,06/25/2020,Became Public Law No: 116-169.,10/13/2020,2,H.R.685,H.R.7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
